Valid Remaining Qty,SO Created Date,Material,Old material number,Name,Item category group,Overall CreditStatus,Sales document,Sales Document Item,Schedule line number,Production scheduler,Remaining Quantity,Unrestricted On-hand Qty,Remaining Net Value,ATP Confirm Date,Requested (First) Date,MRP Controller (Materials Planner),Kanban Armature,Field Shima Shell,Magnet Shima Shell,Casting,Casting 2,RYG,Comments,Customer Expedite/late delivery explanation
+,4/7/2021,30189863,5390-170-023,BERBOUR EQUIPMENT INC,NORM,A,2169884,20,2,682,1,1,839.42,3/24/2025,4/7/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 10",null
+,4/6/2021,30190190,540-1778,KAMAN INDUSTRIAL TECH,NORM,A,2168977,10,2,null,4,4,466.04,6/2/2021,4/7/2021,ID9,null,null,null,null,null,G,Complete 4/19,null
+,4/7/2021,30066702,5313-631-007,MOTION INDUSTRIES INC,NORM,A,2169837,15,2,null,3,3,2108.1,5/6/2021,4/8/2021,ID9,null,null,null,null,null,G,"Not pulled, need line 11",null
+,4/7/2021,30178740,110-0111,KAMAN INDUSTRIAL TECH,NORM,A,2170015,12,2,634,1,1,13.77,3/24/2025,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 13",null
+,4/7/2021,30178784,180-0052,MOTION INDUSTRIES INC,NORM,A,2169837,11,2,null,3,1,162.06,5/6/2021,4/8/2021,ID9,null,null,null,null,null,P,PO 4500822041 3 PCS Due 4/19,null
+,4/6/2021,30178973,180-0338,TRANSMISIONES Y RODAMIENTOS,NORM,A,2168768,11,2,null,1,1,30.67,4/22/2021,4/8/2021,ID9,null,null,null,null,null,G,"Not pulled, need line 12/13/14/15",null
+,4/7/2021,30178979,180-0344,MOTION INDUSTRIES INC,NORM,A,2170038,11,2,null,1,1,32.29,4/21/2021,4/8/2021,ID9,null,null,null,null,null,G,"Not pulled, need line 12/15",null
+,4/7/2021,30179013,5102-101-001,KAMAN INDUSTRIAL TECH,NORM,A,2170015,14,2,600,1,1,6.58,3/24/2025,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 13",null
+,4/7/2021,30179014,5102-541-002,KAMAN INDUSTRIAL TECH,NORM,A,2170015,11,2,685,1,1,49.86,3/24/2025,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 13",null
+,4/6/2021,30179075,5181-101-010,TRANSMISIONES Y RODAMIENTOS,NORM,A,2168768,14,2,600,4,null,45.32,4/22/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11313586 60 PCS @ 600,null
+,4/7/2021,30179075,5181-101-010,MOTION INDUSTRIES INC,NORM,A,2170038,14,2,600,4,null,38.28,4/21/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11313586 60 PCS @ 600,null
+,4/6/2021,30179077,5200-101-010,TRANSMISIONES Y RODAMIENTOS,NORM,A,2168768,17,2,600,1,1,38.99,4/22/2021,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 12/13/14/15",null
+,4/7/2021,30179077,5200-101-010,MOTION INDUSTRIES INC,NORM,A,2170038,17,2,600,1,1,31.2,4/21/2021,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 12/15",null
+,4/7/2021,30179078,5200-101-011,MOTION INDUSTRIES INC,NORM,A,2169837,17,2,600,3,3,117.9,5/6/2021,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 11",null
+,4/6/2021,30179148,5207-541-002,TRANSMISIONES Y RODAMIENTOS,NORM,A,2168768,15,2,202,1,null,154.68,4/22/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11273817 10 PCS @ 202/634,null
+,4/7/2021,30179148,5207-541-002,MOTION INDUSTRIES INC,NORM,A,2170038,15,2,202,1,null,162.82,4/21/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11273817 10 PCS @ 202/634,null
+,4/8/2021,30179148,5207-541-002,MOTION INDUSTRIES INC,NORM,A,2170384,10,2,202,3,null,488.46,4/22/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11296606 20 PCS @ 202/634,null
+,4/6/2021,30179176,5281-111-002,TRANSMISIONES Y RODAMIENTOS,NORM,A,2168768,13,2,634,1,null,99.74,4/22/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11305707 40 PCS @ 634,null
+,4/7/2021,30179176,5281-111-002,MOTION INDUSTRIES INC,NORM,A,2170038,13,2,634,1,null,87.78,4/21/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11305707 40 PCS @ 634,null
+,4/7/2021,30179229,5321-101-001,MOTION INDUSTRIES INC,NORM,A,2169837,16,2,600,3,3,43.38,5/6/2021,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 11",null
+,4/6/2021,30179230,5321-101-002,TRANSMISIONES Y RODAMIENTOS,NORM,A,2168768,16,2,600,1,1,9.86,4/22/2021,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 12/13/14/15",null
+,4/7/2021,30179230,5321-101-002,MOTION INDUSTRIES INC,NORM,A,2170038,16,2,600,1,1,10.38,4/21/2021,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 12/15",null
+,4/7/2021,30179233,5323-111-001,MOTION INDUSTRIES INC,NORM,A,2169837,12,2,634,3,3,2069.13,5/6/2021,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 11",null
+,4/6/2021,30179255,5369-631-005,TRANSMISIONES Y RODAMIENTOS,NORM,A,2168768,12,2,633,1,null,337.9,4/22/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11303632 5 PCS @ 633,null
+,4/7/2021,30179255,5369-631-005,MOTION INDUSTRIES INC,NORM,A,2170038,12,2,633,1,null,355.68,4/21/2021,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11303632 5 PCS @ 633,null
+,4/7/2021,30179264,5375-631-005,KAMAN INDUSTRIAL TECH,NORM,A,2170015,13,2,633,1,null,164.03,3/24/2025,4/8/2021,ID3,null,null,null,null,null,Y,WO# 11301545 10 PCS @ 633,null
+,4/7/2021,30179274,540-0064,MOTION INDUSTRIES INC,NORM,A,2169837,13,2,683,3,3,979.02,5/6/2021,4/8/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 11",null
+,4/7/2021,30179328,748-0005,MOTION INDUSTRIES INC,NORM,A,2169837,14,2,null,3,3,40.26,5/6/2021,4/8/2021,ID9,null,null,null,null,null,G,"Not pulled, need line 11",null
+,3/29/2021,30188276,5158-170-016,LINEAR INDUSTRIES LTD,NORM,A,2165073,10,1,170,10,null,1432.9,4/8/2021,4/8/2021,ID4,null,null,null,null,null,R,Need 5158-445-004 @ GL Due 4/23,null
+,4/5/2021,30188310,5161-271-026,WC DUCOMB CO,NORM,A,2168089,10,2,682,1,null,982.64,3/20/2025,4/8/2021,ID3,null,null,null,null,null,"P
R","Need 5161-111-001-/-540-0907 wo# 11245375 60 PCS @ 683/634/nitrotech
Need 5161-451-003 wo# 11305545 10 PCS @ 633
Need 5161-751-002 wo# 11305547 3 PCS @ 634/684",null
+,4/6/2021,30188428,5181-271-031,KAMAN INDUSTRIAL TECH,NORM,A,2169214,10,2,682,3,null,3337.02,3/21/2025,4/8/2021,ID3,null,null,null,null,null,"P
R","Need 5181-451-002-/-275-1246  PO 4500824238 5 pcs due 5/5         CC
Need 5181-111-003-/-5181-295-002 wo# 11305554 20 PCS @ 202/634
Need 748-0393  PO 4500823755  200 pcs due 4/22",null
+,4/7/2021,30189319,5370-169-279,MOTION INDUSTRIES INC,NORM,A,2169797,10,2,681,1,null,627.51,4/14/2021,4/8/2021,IDG,110-0331,None,None,258-1226,None,K,Kanban @ 681,null
+,4/7/2021,30189320,5370-169-283,MOTION INDUSTRIES INC,NORM,A,2169919,10,2,681,2,null,1663.58,4/21/2021,4/8/2021,ID4,110-0332,None,None,258-1226,None,Y,WO# 11305556 2 PC,null
+,4/7/2021,30189323,5370-169-289,APPLIED INDUSTRIAL TECH,NORM,D,2169988,10,2,681,1,null,631.07,4/14/2021,4/8/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,4/7/2021,30189323,5370-169-289,MOTION INDUSTRIES INC,NORM,A,2169521,10,2,681,1,null,631.07,4/14/2021,4/8/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,9/2/2020,30189388,5370-271-231,BARONE INC,NORM,A,2068607,40,1,681,25,null,15266.75,4/8/2021,4/8/2021,ID4,110-0332,"800-0374
5370-451-217",None,258-1224,258-1226,Y,WO# 11246817; 11246818; 11246819; 11246860; 11246861; 11246862; 11246863; 11246864; 11246876,null
+,4/8/2021,30189403,5370-273-209,APPLIED INDUSTRIAL TECH,NORM,A,2170196,10,2,681,1,null,788.63,4/15/2021,4/8/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/7/2021,30189800,5381-170-004,MOTION INDUSTRIES INC,NORM,A,2169835,10,2,682,1,null,747.42,3/24/2025,4/8/2021,ID3,null,null,null,null,null,R,"Need 5381-631-004 wo# 11305558 1 PC @ 633
Need 540-0524 wo# 11288173 30 PCS @ 683
Need 5381-111-001 wo# 11305560 10 PCS @ 634",null
+,4/9/2021,30066677,5302-631-005,FUTCH INGENIERIA SA,NORM,A,2171094,16,2,null,1,1,554.42,4/16/2021,4/9/2021,ID9,null,null,null,null,null,G,"Not pulled,need line 14",null
+,4/9/2021,30178880,180-0205,FUTCH INGENIERIA SA,NORM,A,2171094,11,2,null,1,1,47.7,4/16/2021,4/9/2021,ID9,null,null,null,null,null,G,"Not pulled,need line 14",null
+,4/9/2021,30179105,5201-101-008,FUTCH INGENIERIA SA,NORM,A,2171094,13,2,600,3,3,61.83,4/16/2021,4/9/2021,ID3,null,null,null,null,null,G,"Not pulled,need line 14",null
+,4/9/2021,30179181,5300-178-001,FUTCH INGENIERIA SA,NORM,A,2171094,14,2,685,1,null,96.26,4/16/2021,4/9/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/9/2021,30179207,5302-111-013,FUTCH INGENIERIA SA,NORM,A,2171094,12,2,634,1,1,220.13,4/16/2021,4/9/2021,ID3,null,null,null,null,null,G,"Not pulled,need line 14",null
+,4/9/2021,30179209,5302-541-001,FUTCH INGENIERIA SA,NORM,A,2171094,15,2,683,1,1,460.94,4/16/2021,4/9/2021,ID3,null,null,null,null,null,G,"Not pulled,need line 14",null
+,4/9/2021,30179229,5321-101-001,FUTCH INGENIERIA SA,NORM,A,2171094,17,2,600,1,1,14.46,4/16/2021,4/9/2021,ID3,null,null,null,null,null,G,"Not pulled,need line 14",null
+,3/10/2021,30188172,5131-273-011,ALTRA IND MOTION AUSTRALIA PTY,NORM,D,2154782,10,1,684,2,null,1911.34,4/9/2021,4/9/2021,IDF,null,null,null,null,null,K,Kanban @ 684,"3/15: 5104-451-034-/-5104-800-011 PO 40 PCS Due 3/9 (Need update from Todd)
3/17: 5104-800-011 30pc to arrive 3/18"
+,3/31/2021,30188356,5162-271-021,ALTRA IND MOTION AUSTRALIA PTY,NORM,D,2166161,10,2,682,2,null,1745.34,3/18/2025,4/9/2021,ID3,null,null,null,null,null,R,Need 540-1501 wo# 11288181 10 PCS @ 683/475/683/686/BO,null
+,4/8/2021,30188431,5181-271-035,MOTION INDUSTRIES INC,NORM,A,2170795,10,2,682,1,null,1112.34,4/13/2021,4/9/2021,ID3,null,null,null,null,null,"P
R","Need 166-2016 PO 4500823759  25 pcs due 4/19         HMS
Need 5181-111-003 -/-5181-295-002 wo# 11305554 20 PCS @ 202/634
Need 5181-751-003 wo# 11305632 10 PCS @ 202/300
Need 748-0393 PO 4500823755 200 PCS Due 4/22",null
+,4/9/2021,30189298,5370-169-244,MOTION INDUSTRIES INC,NORM,A,2171206,10,2,681,1,null,864.16,4/23/2021,4/9/2021,ID4,110-0332,None,None,258-1226,None,Y,WO# 11305515 2 PCS,null
+,4/8/2021,30189300,5370-169-249,MOTION INDUSTRIES INC,NORM,A,2170728,10,2,681,2,null,1183.34,4/22/2021,4/9/2021,ID4,110-0331,None,None,258-1226,None,Y,WO# 11305672 2 PC,null
+,1/26/2021,30189318,5370-169-278,P3 INDUSTRIAL,NORM,A,2132114,30,1,681,3,null,1499.49,4/9/2021,4/9/2021,IDG,110-0331,None,None,258-1226,None,K,Kanban @ 681,4/14 Team
+,4/9/2021,30189377,5370-271-204,BDI,NORM,A,2171459,80,2,681,1,null,686.1,4/16/2021,4/9/2021,IDG,110-0331,"800-0371
5370-451-204",None,258-1223,258-1226,K,Kanban @ 681,null
+,4/9/2021,30189401,5370-273-204,BDI,NORM,A,2171459,70,2,681,10,null,6854.8,4/16/2021,4/9/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/12/2021,30189403,5370-273-209,MOTION INDUSTRIES INC,NORM,A,2171729,40,2,681,2,null,2075.26,4/19/2021,4/9/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/9/2021,30189403,5370-273-209,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2171212,10,2,681,1,null,1037.62,4/16/2021,4/9/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/8/2021,30189633,5371-169-097,KAMAN INDUSTRIAL TECH,NORM,A,2170755,10,2,681,2,null,2497.16,3/25/2025,4/9/2021,ID4,110-0333,None,None,None,None,Y,WO# 11305677 2 PCS,null
+,4/8/2021,30189651,5371-270-044,KAMAN INDUSTRIAL TECH,NORM,A,2170755,20,2,681,2,null,1403.96,3/25/2025,4/9/2021,ID4,110-0333,None,None,None,None,Y,WO# 11305680 2 PCS,null
+,4/1/2021,30189663,5371-273-003,NORFOLK BEARINGS & SUPPLY CO,NORM,A,2167399,10,1,681,1,null,1859.3,4/9/2021,4/9/2021,IDG,110-0333,None,None,None,None,K,Kanban @ 681,null
+,4/8/2021,30189663,5371-273-003,MOTION INDUSTRIES INC,NORM,A,2170523,70,2,681,1,null,1859.3,4/15/2021,4/9/2021,IDG,110-0333,None,None,None,None,K,Kanban @ 681,null
+,3/17/2021,30066843,5353-631-001,BESSER CO,NORM,A,2158877,10,2,null,40,31,10402.4,4/22/2021,4/12/2021,ID9,null,null,null,null,null,P,Need PO 4500814000 30 pcs due 4/22         3/24  33 pcs in stock,null
+,4/9/2021,30178740,110-0111,KAMAN INDUSTRIAL TECH,NORM,A,2171401,12,2,634,1,1,13.77,3/26/2025,4/12/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 13",null
+,4/9/2021,30178832,180-0147,MOTION INDUSTRIES INC,NORM,A,2171301,10,2,null,2,null,70.46,4/26/2021,4/12/2021,ID9,null,null,null,null,null,P,PO 4500822026 6 PCS Due 4/16,null
+,4/9/2021,30179013,5102-101-001,KAMAN INDUSTRIAL TECH,NORM,A,2171401,14,2,600,1,1,6.58,3/26/2025,4/12/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 13",null
+,4/9/2021,30179014,5102-541-002,KAMAN INDUSTRIAL TECH,NORM,A,2171401,11,2,685,1,1,49.86,3/26/2025,4/12/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 13",null
+,4/9/2021,30179067,5124-111-001,APPLIED INDUSTRIAL TECH,NORM,D,2171396,30,2,475,1,1,59.8,4/26/2021,4/12/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 20/50",null
+,4/9/2021,30179067,5124-111-001,APPLIED INDUSTRIAL TECH,NORM,D,2171396,60,2,475,2,2,119.6,4/26/2021,4/12/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 20/50",null
+,4/12/2021,30179181,5300-178-001,APPLIED INDUSTRIAL TECH,NORM,A,2171682,10,2,685,3,null,218.7,4/19/2021,4/12/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/12/2021,30179181,5300-178-001,APPLIED INDUSTRIAL TECH,NORM,A,2171683,10,2,685,2,null,145.8,4/19/2021,4/12/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/9/2021,30179181,5300-178-001,APPLIED INDUSTRIAL TECH,NORM,A,2171508,10,2,685,1,null,72.9,4/16/2021,4/12/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
-,12/18/2020,30179195,5300-631-011,TEK MATIC INC,NORM,A,2116376,20,1,633,3,3,716.88,4/12/2021,4/12/2021,ID3,null,null,null,null,null,G,Shipper printed 4/16,null
+,4/9/2021,30179264,5375-631-005,KAMAN INDUSTRIAL TECH,NORM,A,2171401,13,2,633,1,null,164.03,3/26/2025,4/12/2021,ID3,null,null,null,null,null,Y,WO# 11301545 10 PCS @ 633,null
+,4/9/2021,30187992,5103-451-023,APPLIED INDUSTRIAL TECH,NORM,D,2171396,10,2,633,1,1,133.3,4/26/2021,4/12/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 20/50",null
+,4/9/2021,30187992,5103-451-023,APPLIED INDUSTRIAL TECH,NORM,D,2171396,40,2,633,2,2,266.62,4/26/2021,4/12/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 20/50",null
+,4/9/2021,30188022,5103-751-016,APPLIED INDUSTRIAL TECH,NORM,D,2171396,20,2,855,1,null,174.17,4/26/2021,4/12/2021,ID3,null,null,null,null,null,Y,WO# 11256423 40 PCS @ 855/300/BO/300,null
+,4/9/2021,30188022,5103-751-016,APPLIED INDUSTRIAL TECH,NORM,D,2171396,50,2,855,2,null,348.34,4/26/2021,4/12/2021,ID3,null,null,null,null,null,Y,WO# 11256423 40 PCS @ 855/300/BO/300,null
+,4/10/2021,30188157,5130-273-034,MOTION INDUSTRIES INC,NORM,A,2171559,10,2,684,1,null,1063.49,5/10/2021,4/12/2021,IDF,null,null,null,null,null,K,Kanban @ 684,null
+,4/12/2021,30188172,5131-273-011,BDI,NORM,A,2172248,100,2,684,5,null,6507.85,5/10/2021,4/12/2021,IDF,null,null,null,null,null,K,Kanban @ 684,null
+,4/1/2021,30188302,5161-271-007,BALDWIN SUPPLY CO,NORM,A,2167375,20,2,682,4,null,3815.96,5/14/2021,4/12/2021,ID3,null,null,null,null,null,"P
R","Need 5161-111-001-/-540-0907-/-258-1169 PO 120 PCS Due 4/22
Need 540-0912 wo# 11276813 15 PCS @ 683/475/683/686",4/9 Teams
+,4/10/2021,30188302,5161-271-007,BALDWIN SUPPLY CO,NORM,A,2171564,20,2,682,2,null,1907.98,5/24/2021,4/12/2021,ID3,null,null,null,null,null,"P
R","Need 5161-111-001-/-540-0907 wo# 11245375 60 PCS @ 683/634/nitrotech
Need 5161-451-003 wo# 11305545 10 PCS @ 633
Need 540-0912 wo# 11276813 15 PCS @ 683/475/683/686",null
+,4/10/2021,30188338,5162-101-002,BALDWIN SUPPLY CO,NORM,A,2171564,30,2,600,2,2,98.16,4/26/2021,4/12/2021,ID3,null,null,null,null,null,G,Shipper printed 4/19,null
+,3/1/2021,30188511,5200-06,SIGNODE PARTS & SERVICE,NORM,A,2149567,10,1,682,25,null,6037.5,4/12/2021,4/12/2021,ID3,null,null,null,null,null,R,Need 5200-452-114 -/-5200-751-047 wo# 11296290 50 PCS @ 202/300,null
+,2/22/2021,30189104,5315-631-010,W W WILLIAMS,NORM,A,2146120,10,2,633,200,12,19516,5/31/2021,4/12/2021,ID3,null,null,null,null,null,R,"WO# 11265206 100 PCS @ 633/635
Need 5315-800-001 wo# 11265208  100 PCS ea @ 683/633",null
+,4/9/2021,30189318,5370-169-278,MOTION INDUSTRIES INC,NORM,A,2171352,10,2,681,1,null,627.51,4/16/2021,4/12/2021,IDG,110-0331,None,None,258-1226,None,K,Kanban @ 681,null
+,3/29/2021,30189377,5370-271-204,GRAINGER INC,NORM,A,2164959,10,1,681,2,null,1192.86,4/12/2021,4/12/2021,IDG,110-0331,"800-0371
5370-451-204",None,258-1223,258-1226,K,Kanban @ 681,null
+,4/8/2021,30189377,5370-271-204,GRAINGER INC,NORM,A,2170681,10,2,681,2,null,1192.86,4/15/2021,4/12/2021,IDG,110-0331,"800-0371
5370-451-204",None,258-1223,258-1226,K,Kanban @ 681,null
+,3/29/2021,30189401,5370-273-204,GRAINGER INC,NORM,A,2164897,10,1,681,2,null,1355.08,4/12/2021,4/12/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,3/29/2021,30189401,5370-273-204,GRAINGER INC,NORM,A,2164898,10,1,681,2,null,1355.08,4/12/2021,4/12/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/9/2021,30189404,5370-273-213,APPLIED INDUSTRIAL TECH,NORM,A,2171356,10,2,681,1,null,1037.62,4/23/2021,4/12/2021,ID4,110-0332,"800-0372
5370-451-208","800-0376
5370-631-218",258-1223,258-1225,Y,WO# 11305685 1 PC,null
+,4/9/2021,30189492,5370-536-202,MOTION INDUSTRIES INC,NORM,A,2171436,10,2,681,1,null,444.86,4/23/2021,4/12/2021,ID4,110-0332,None,None,258-1226,None,Y,WO# 11305687 1 PC,null
+,4/1/2021,30191408,689-0267,BALDWIN SUPPLY CO,NORM,A,2167375,40,2,683,4,null,1103.8,3/19/2025,4/12/2021,ID3,null,null,null,null,null,P,Need 689-0267S PO 4500821430  5 pcs due 5/13,4/9 Teams
+,4/10/2021,30191408,689-0267,BALDWIN SUPPLY CO,NORM,A,2171564,40,2,683,2,null,551.9,3/27/2025,4/12/2021,ID3,null,null,null,null,null,P,Need 689-0267S Need PO         -  2025 dates don't drive demand looking to increase order,null
+,4/13/2021,30065269,5202-451-007,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2172594,10,1,null,1,1,373.26,4/13/2021,4/13/2021,ID9,null,null,null,null,null,G,Shipper printed 4/13,null
+,3/10/2021,30178751,180-0012,BDI,NORM,A,2155174,11,2,null,1,1,35.06,4/22/2021,4/13/2021,ID9,null,null,null,null,null,G,"Not pulled, need line 13/14/15",null
+,3/10/2021,30178969,180-0334,BDI,NORM,A,2155174,12,2,null,1,1,32.29,4/22/2021,4/13/2021,ID9,null,null,null,null,null,G,"Not pulled, need line 13/14/15",null
+,3/19/2021,30179071,5125-111-001,ALTRA INDUSTRIAL MOTION TAIWAN,NORM,A,2160342,20,2,634,1,1,66.29,5/11/2021,4/13/2021,ID3,null,null,null,null,null,G,"Order marked ship complete, need line 10 and 60 (Line 60 MTO product)",null
+,3/10/2021,30179077,5200-101-010,BDI,NORM,A,2155174,17,2,600,1,1,41.04,4/22/2021,4/13/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 13/14/15",null
+,3/10/2021,30179146,5207-452-004,BDI,NORM,A,2155174,16,2,682,1,1,961.5,4/22/2021,4/13/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 13/14/15",null
+,3/10/2021,30179148,5207-541-002,BDI,NORM,A,2155174,14,2,202,1,null,162.82,4/22/2021,4/13/2021,ID3,null,null,null,null,null,Y,WO# 11296606 20 PCS @ 202/634,null
+,3/10/2021,30179176,5281-111-002,BDI,NORM,A,2155174,13,2,634,1,null,104.99,4/22/2021,4/13/2021,ID3,null,null,null,null,null,Y,WO# 11305707 40 PCS @ 634,null
+,3/5/2021,30179181,5300-178-001,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2152506,10,1,685,4,null,273.36,4/13/2021,4/13/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/12/2021,30179181,5300-178-001,MOTION INDUSTRIES INC,NORM,A,2171986,10,2,685,2,null,192.52,4/19/2021,4/13/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,3/5/2021,30179191,5300-631-003,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2152506,20,1,633,4,4,831.68,4/13/2021,4/13/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 10",null
+,3/31/2021,30188229,5154-170-002,BDI,NORM,A,2166374,10,1,170,1,null,738.25,4/13/2021,4/13/2021,ID4,null,null,null,null,null,P,Need 5154-445-003 PO 250 PCS Due 3/26 (4/19)     GLFP   sent to great lakes 3/31,null
+,3/31/2021,30188243,5154-541-007,BDI,NORM,A,2166374,20,1,170,1,1,74.96,4/13/2021,4/13/2021,ID4,null,null,null,null,null,G,"Ship complete, need line 10/30",null
+,4/12/2021,30188283,5158-541-006,ISC COMPANIES,NORM,A,2171709,10,2,170,1,1,34.11,4/26/2021,4/13/2021,ID4,null,null,null,null,null,G,Shipper printed 4/19,null
+,4/13/2021,30188312,5161-271-028,MOTION INDUSTRIES INC,NORM,A,2172634,10,2,682,1,null,982.64,3/28/2025,4/13/2021,ID3,null,null,null,null,null,"P
R","Need 5161-111-001-/-540-0907-/-258-1169 PO 120 PCS Due 4/22
Need 5161-451-003 wo# 11305545 10 PCS @ 633
Need 5161-751-002 wo# 11305547 3 PCS @ 634/684
Need 748-0018 Need date
Need 5161-101-002-/-266-0031 wo# 11276503 5 PCS @ 683",null
+,4/12/2021,30188467,5192-101-006,APPLIED INDUSTRIAL TECH,NORM,A,2172212,30,2,600,1,null,351.45,3/27/2025,4/13/2021,ID3,null,null,null,null,null,R,Need 5162-445-003 wo# 11288183 20 PCS @ 633/635/683,null
+,4/13/2021,30189290,5370-169-226,VALLEN DISTRIBUTION INC,NORM,D,2172504,20,2,681,3,null,2157.51,5/11/2021,4/13/2021,ID4,110-0332,None,"800-0376
5370-631-219",258-1225,None,Y,WO# 11313596 3 PC ,null
+,3/31/2021,30189318,5370-169-278,BDI,NORM,A,2166374,30,1,681,1,null,627.51,4/13/2021,4/13/2021,IDG,110-0331,None,None,258-1226,None,K,Kanban @ 681,null
+,4/12/2021,30189374,5370-270-229,MOTION INDUSTRIES INC,NORM,A,2172243,10,2,681,1,null,618.51,4/19/2021,4/13/2021,IDG,None,"800-0374
5370-451-219",None,258-1224,None,K,Kanban @ 681,null
+,4/13/2021,30189374,5370-270-229,VALLEN DISTRIBUTION INC,NORM,D,2172504,10,2,681,3,null,1855.53,4/20/2021,4/13/2021,IDG,None,"800-0374
5370-451-219",None,258-1224,None,K,Kanban @ 681,null
+,4/6/2021,30189401,5370-273-204,POWER TRANSMISSION SPECIALTIES,NORM,A,2168682,10,1,681,1,null,818.49,4/13/2021,4/13/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/12/2021,30189408,5370-273-219,IBT,NORM,A,2172178,20,2,681,1,null,932.58,4/26/2021,4/13/2021,ID4,110-0331,None,"800-0375
5370-631-204",258-1224,258-1225,R,"WO# 11307562 1 PC 
Need 798-0300 wo# 11307561 10 PCS @ 686",null
+,4/1/2021,30189649,5371-270-026,ALTRA IND MOTION HONG KONG LTD,NORM,A,2166934,10,2,681,1,null,834.98,3/19/2025,4/13/2021,ID4,None,None,None,None,None,R,"WO# 11296622 1 PC 
Need 5371-451-005 wo# 11296619 1 PC @ 635/633
Need 798-0123 wo# 11296621 10 PCS @ 686",null
+,4/1/2021,30189717,5371-536-005,ALTRA IND MOTION HONG KONG LTD,NORM,A,2166934,20,2,681,1,null,733.53,3/19/2025,4/13/2021,ID4,null,null,null,null,null,Y,WO# 11296623 1 PC,null
