Timestamp,Buildid,Cellname,Productarticlenumber,Lost Time in minutes,Linename,Product_expectedbuildtime,Actual_buildtime_step,Process_losttime,Interferencecomment,Interferencecategorymain,Interferencecategorysub,Productname
2077-11-28T00:00:00.000-08:00,102411,Housing Assembly,5371-273-003,null,Model Value Stream,720,203,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-29T00:00:00.000-08:00,102414,Housing Assembly,5371-273-003,null,Model Value Stream,720,712,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-12-08T00:00:00.000-08:00,102398,Final Assembly,5370-273-236,null,Model Value Stream,720,195,null,null,null,null,5370-273-236_C/B UM50-1020 90VSM-ST GEN2,
2077-12-11T00:00:00.000-08:00,102407,Final Assembly,5371-170-046,null,Model Value Stream,600,291,null,null,null,null,"5371-170-046_ BRAKE: ERS-68/EM-210, 24V",
2078-01-10T00:00:00.000-08:00,102407,Pack Station,5371-170-046,null,Model Value Stream,600,94,null,null,null,null,"5371-170-046_ BRAKE: ERS-68/EM-210, 24V",
2078-01-13T00:00:00.000-08:00,102414,Pack Station,5371-273-003,null,Model Value Stream,720,135,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2078-01-25T00:00:00.000-08:00,102375,Kitting,5370-169-204,null,Model Value Stream,360,82,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-02-15T00:00:00.000-08:00,102276,Kitting,5370-273-204,null,Model Value Stream,600,1,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-02-19T00:00:00.000-08:00,102361,Kitting,5370-273-204,null,Model Value Stream,600,9,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-03-11T00:00:00.000-08:00,102373,Hub-Shaft-Armature Assembly,5370-169-204,9.182966,Model Value Stream,360,911,551,Standard times not meeting with other cells ,Shared Equipment,,5370-169-204_BK EM-50-20 90V GEN2,
2078-03-22T00:00:00.000-07:00,102384,Hub-Shaft-Armature Assembly,5370-169-204,null,Model Value Stream,360,192,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-03-26T00:00:00.000-07:00,102387,Hub-Shaft-Armature Assembly,5370-169-219,null,Model Value Stream,360,22,null,null,null,null,5370-169-219_BK EM-50-20MB 90V GEN2,
2078-04-03T00:00:00.000-07:00,102274,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,5,null,Validation error- order from repair station not showing up ,MBrain Error,,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-09T00:00:00.000-07:00,102276,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,56,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-27T00:00:00.000-07:00,102356,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,282,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2078-05-17T00:00:00.000-07:00,102382,Housing Assembly,5370-169-204,null,Model Value Stream,360,304,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-07-01T00:00:00.000-07:00,102371,Final Assembly,5370-169-204,null,Model Value Stream,360,89,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-04-18T00:00:00.000-07:00,102474,Burnish and Inspection,5370-169-204,null,Model Value Stream,360,null,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-05-08T00:00:00.000-07:00,102470,Burnish and Inspection,5370-270-204,null,Model Value Stream,360,12,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2077-05-10T00:00:00.000-07:00,102446,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,320,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-05-24T00:00:00.000-07:00,102478,Pack Station,5370-169-204,null,Model Value Stream,360,83,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-06-12T00:00:00.000-07:00,102460,Pack Station,5370-273-204,null,Model Value Stream,600,110,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-07-01T00:00:00.000-07:00,102441,Kitting,5370-273-204,null,Model Value Stream,600,116,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-10-19T00:00:00.000-07:00,102410,Kitting,5371-273-003,1.699932,Model Value Stream,720,386,102,"Went over standard time, missing 5371-451-028 fld.",Incorrect Kitting Standard Time,,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-23T00:00:00.000-07:00,102414,Kitting,5371-273-003,0.983294,Model Value Stream,720,343,59,"Went over standard time, missing 5371-451-028 fld.",Incorrect Kitting Standard Time,,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-13T00:00:00.000-08:00,102416,Hub-Shaft-Armature Assembly,5371-273-003,54.397824,Model Value Stream,720,3984,3264,Problems in housing ,Shared Equipment,,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-27T00:00:00.000-08:00,102410,Housing Assembly,5371-273-003,null,Model Value Stream,720,226,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-12-24T00:00:00.000-08:00,102399,Burnish and Inspection,5370-273-236,7.16638,Model Value Stream,720,1030,430,Longer burnish time ,Burnish Rig,,5370-273-236_C/B UM50-1020 90VSM-ST GEN2,
2078-01-09T00:00:00.000-08:00,102408,Pack Station,5371-169-032,null,Model Value Stream,480,143,null,null,null,null,5371-169-032_BK EM-210-20FBB 24V,
2078-01-23T00:00:00.000-08:00,102373,Kitting,5370-169-204,null,Model Value Stream,360,87,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-01-28T00:00:00.000-08:00,102378,Kitting,5370-169-204,null,Model Value Stream,360,85,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-01-29T00:00:00.000-08:00,102379,Kitting,5370-169-204,null,Model Value Stream,360,89,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-02-22T00:00:00.000-08:00,102364,Kitting,5370-273-204,null,Model Value Stream,600,106,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-03-04T00:00:00.000-08:00,102400,Kitting,5370-273-236,null,Model Value Stream,720,87,null,null,null,null,5370-273-236_C/B UM50-1020 90VSM-ST GEN2,
2078-03-14T00:00:00.000-07:00,102376,Hub-Shaft-Armature Assembly,5370-169-204,null,Model Value Stream,360,156,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-03-23T00:00:00.000-07:00,102385,Hub-Shaft-Armature Assembly,5370-169-204,null,Model Value Stream,360,96,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-05-13T00:00:00.000-07:00,102378,Housing Assembly,5370-169-204,null,Model Value Stream,360,113,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-05-16T00:00:00.000-07:00,102381,Housing Assembly,5370-169-204,null,Model Value Stream,360,8,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-06-05T00:00:00.000-07:00,102276,Housing Assembly,5370-273-204,null,Model Value Stream,600,190,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-15T00:00:00.000-07:00,102364,Housing Assembly,5370-273-204,null,Model Value Stream,600,418,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-23T00:00:00.000-07:00,102356,Housing Assembly,5370-273-214,null,Model Value Stream,600,380,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2078-06-25T00:00:00.000-07:00,102399,Housing Assembly,5370-273-236,null,Model Value Stream,720,326,null,null,null,null,5370-273-236_C/B UM50-1020 90VSM-ST GEN2,
2077-04-21T00:00:00.000-07:00,102477,Burnish and Inspection,5370-169-204,null,Model Value Stream,360,3,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-05-05T00:00:00.000-07:00,102467,Burnish and Inspection,5370-270-204,null,Model Value Stream,360,92,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2077-05-07T00:00:00.000-07:00,102469,Burnish and Inspection,5370-270-204,null,Model Value Stream,360,null,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2077-05-17T00:00:00.000-07:00,102471,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,329,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-04T00:00:00.000-07:00,102458,Pack Station,5370-170-220,null,Model Value Stream,360,105,null,null,null,null,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-06-11T00:00:00.000-07:00,102446,Pack Station,5370-273-204,null,Model Value Stream,600,99,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-19T00:00:00.000-07:00,102472,Pack Station,5370-273-204,null,Model Value Stream,600,109,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-26T00:00:00.000-07:00,102457,Kitting,5370-170-220,null,Model Value Stream,360,39,null,null,null,null,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-06-27T00:00:00.000-07:00,102458,Kitting,5370-170-220,null,Model Value Stream,360,34,null,null,null,null,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-07-05T00:00:00.000-07:00,102445,Kitting,5370-273-204,null,Model Value Stream,600,112,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-07-06T00:00:00.000-07:00,102446,Kitting,5370-273-204,null,Model Value Stream,600,113,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-07-10T00:00:00.000-07:00,102435,Kitting,5371-273-003,null,Model Value Stream,720,241,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-07-11T00:00:00.000-07:00,102436,Kitting,5371-273-003,1.216618,Model Value Stream,720,357,73,"Went over standard time, missing 5371-101-020 accy.",Incorrect Kitting Standard Time,,5371-273-003_CL/BK UM-210-1020 90V,
2077-07-26T00:00:00.000-07:00,102431,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,293,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-08-01T00:00:00.000-07:00,102440,Housing Assembly,5370-273-204,null,Model Value Stream,600,464,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-08-02T00:00:00.000-07:00,102441,Housing Assembly,5370-273-204,6.549738,Model Value Stream,600,993,393,"Went over cycle time (632), wait for TL to validate ",Incorrect Standard Work,,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-08-03T00:00:00.000-07:00,102443,Housing Assembly,5370-273-204,6.866392,Model Value Stream,600,1012,412,Fell out of standard (632) ,Incorrect Standard Work,,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-08-11T00:00:00.000-07:00,102420,Housing Assembly,5371-273-003,null,Model Value Stream,720,61,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-08-20T00:00:00.000-07:00,102440,Final Assembly,5370-273-204,null,Model Value Stream,600,219,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-08-22T00:00:00.000-07:00,102443,Final Assembly,5370-273-204,null,Model Value Stream,600,164,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-09-02T00:00:00.000-07:00,102433,Final Assembly,5371-273-003,null,Model Value Stream,720,449,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-03T00:00:00.000-07:00,102434,Final Assembly,5371-273-003,null,Model Value Stream,720,484,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-11T00:00:00.000-07:00,102444,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,470,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-09-13T00:00:00.000-07:00,102410,Burnish and Inspection,5371-273-003,10.8329,Model Value Stream,720,1370,650,Drill bit broke off in set screw ,Shared Equipment,,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-29T00:00:00.000-07:00,102441,Pack Station,5370-273-204,null,Model Value Stream,600,123,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-10-01T00:00:00.000-07:00,102444,Pack Station,5370-273-204,null,Model Value Stream,600,116,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-10-02T00:00:00.000-07:00,102445,Pack Station,5370-273-204,null,Model Value Stream,600,117,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-11-02T00:00:00.000-07:00,102432,Kitting,5371-273-003,null,Model Value Stream,720,244,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2078-01-22T00:00:00.000-08:00,102371,Kitting,5370-169-204,null,Model Value Stream,360,96,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-02-11T00:00:00.000-08:00,102395,Kitting,5370-270-214,null,Model Value Stream,360,37,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2078-02-14T00:00:00.000-08:00,102275,Kitting,5370-273-204,null,Model Value Stream,600,3,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-02-24T00:00:00.000-08:00,102366,Kitting,5370-273-204,null,Model Value Stream,600,104,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-03-02T00:00:00.000-08:00,102398,Kitting,5370-273-236,5.699772,Model Value Stream,720,626,342,Work order is for 3 modules,Incorrect Kitting Standard Time,,5370-273-236_C/B UM50-1020 90VSM-ST GEN2,
2078-03-07T00:00:00.000-08:00,102392,Hub-Shaft-Armature Assembly,5370-169-203,null,Model Value Stream,360,311,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-03-12T00:00:00.000-08:00,102374,Hub-Shaft-Armature Assembly,5370-169-204,null,Model Value Stream,360,243,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-03-15T00:00:00.000-07:00,102377,Hub-Shaft-Armature Assembly,5370-169-204,2.899884,Model Value Stream,360,534,174,Took longer time on the elmass process 0299 ,Shaft-Armature Machine,,5370-169-204_BK EM-50-20 90V GEN2,
2078-03-31T00:00:00.000-07:00,102395,Hub-Shaft-Armature Assembly,5370-270-214,null,Model Value Stream,360,3,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2078-04-05T00:00:00.000-07:00,102275,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,402,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-08T00:00:00.000-07:00,102276,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,38,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-05-14T00:00:00.000-07:00,102379,Housing Assembly,5370-169-204,null,Model Value Stream,360,244,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-05-21T00:00:00.000-07:00,102358,Housing Assembly,5370-169-214,null,Model Value Stream,360,266,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2078-05-31T00:00:00.000-07:00,102396,Housing Assembly,5370-270-214,null,Model Value Stream,360,254,null,null,null,null,5370-270-214_CL EM-180-10 90V GEN2,
2078-06-07T00:00:00.000-07:00,102277,Housing Assembly,5370-273-204,null,Model Value Stream,600,34,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-22T00:00:00.000-07:00,102355,Housing Assembly,5370-273-214,null,Model Value Stream,600,359,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2078-07-08T00:00:00.000-07:00,102379,Final Assembly,5370-169-204,null,Model Value Stream,360,121,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-04-04T00:00:00.000-07:00,102467,Final Assembly,5370-270-204,null,Model Value Stream,360,21,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2077-04-10T00:00:00.000-07:00,102461,Final Assembly,5370-273-204,null,Model Value Stream,600,224,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-04-11T00:00:00.000-07:00,102462,Final Assembly,5370-273-204,null,Model Value Stream,600,192,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-05-14T00:00:00.000-07:00,102463,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,532,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-08T00:00:00.000-07:00,102469,Pack Station,5370-270-204,null,Model Value Stream,360,63,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2077-06-10T00:00:00.000-07:00,102442,Pack Station,5370-273-204,null,Model Value Stream,600,129,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-25T00:00:00.000-07:00,102456,Kitting,5370-170-220,3.91651,Model Value Stream,360,519,235,Work order is for 3 modules.,Incorrect Kitting Standard Time,,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-06-28T00:00:00.000-07:00,102438,Kitting,5370-273-204,null,Model Value Stream,600,137,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-07-07T00:00:00.000-07:00,102460,Kitting,5370-273-204,null,Model Value Stream,600,130,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-07-18T00:00:00.000-07:00,102445,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,448,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-09-05T00:00:00.000-07:00,102436,Final Assembly,5371-273-003,null,Model Value Stream,720,451,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-16T00:00:00.000-07:00,102408,Kitting,5371-169-032,1.683266,Model Value Stream,480,385,101,Need more time for work order,Incorrect Kitting Standard Time,,5371-169-032_BK EM-210-20FBB 24V,
2077-11-10T00:00:00.000-08:00,102410,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,550,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-12T00:00:00.000-08:00,102414,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,323,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-14T00:00:00.000-08:00,102418,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,673,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-12-05T00:00:00.000-08:00,102409,Housing Assembly,5371-273-078,21.365812,Model Value Stream,720,1762,1282,Wait for 028 fields ,Shared Equipment,,"5371-273-078_CL/BK ASM: UM-215-1020,90V",
2077-12-10T00:00:00.000-08:00,102408,Final Assembly,5371-169-032,null,Model Value Stream,480,279,null,null,null,null,5371-169-032_BK EM-210-20FBB 24V,
2077-12-22T00:00:00.000-08:00,102402,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,534,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-12-25T00:00:00.000-08:00,102400,Burnish and Inspection,5370-273-236,15.599376,Model Value Stream,720,1536,936,Wait for 1638 hubs at broach (475) ,Shared Equipment,,5370-273-236_C/B UM50-1020 90VSM-ST GEN2,
2078-01-18T00:00:00.000-08:00,102391,Kitting,5370-169-203,null,Model Value Stream,360,87,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-01-19T00:00:00.000-08:00,102392,Kitting,5370-169-203,null,Model Value Stream,360,76,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-01-27T00:00:00.000-08:00,102377,Kitting,5370-169-204,null,Model Value Stream,360,86,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-02-09T00:00:00.000-08:00,102390,Kitting,5370-169-225,null,Model Value Stream,360,234,null,null,null,null,5370-169-225_BK EM-50-20 90V SGLARM GEN2,
2078-03-09T00:00:00.000-08:00,102370,Hub-Shaft-Armature Assembly,5370-169-204,8.399664,Model Value Stream,360,864,504,"Wait for housing- got board late, wait for TL for validation ",Shared Equipment,,5370-169-204_BK EM-50-20 90V GEN2,
2078-03-28T00:00:00.000-07:00,102389,Hub-Shaft-Armature Assembly,5370-169-219,null,Model Value Stream,360,227,null,null,null,null,5370-169-219_BK EM-50-20MB 90V GEN2,
2078-04-06T00:00:00.000-07:00,102275,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,126,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-05-02T00:00:00.000-07:00,102386,Hub-Shaft-Armature Assembly,5371-270-009,null,Model Value Stream,360,2,null,null,null,null,5371-270-009_CL EM-210-10 90V,
2078-05-11T00:00:00.000-07:00,102376,Housing Assembly,5370-169-204,null,Model Value Stream,360,102,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-05-22T00:00:00.000-07:00,102397,Housing Assembly,5370-169-214,null,Model Value Stream,360,286,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2078-06-10T00:00:00.000-07:00,102278,Housing Assembly,5370-273-204,null,Model Value Stream,600,4,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-07-03T00:00:00.000-07:00,102374,Final Assembly,5370-169-204,null,Model Value Stream,360,99,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-07-13T00:00:00.000-07:00,102384,Final Assembly,5370-169-204,null,Model Value Stream,360,141,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-07-21T00:00:00.000-07:00,102350,Final Assembly,5370-169-278,null,Model Value Stream,720,110,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2078-07-31T00:00:00.000-07:00,102278,Final Assembly,5370-273-204,null,Model Value Stream,600,131,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-04-02T00:00:00.000-07:00,102458,Final Assembly,5370-170-220,null,Model Value Stream,360,238,null,null,null,null,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-04-23T00:00:00.000-07:00,102479,Burnish and Inspection,5370-169-204,null,Model Value Stream,360,12,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-04-30T00:00:00.000-07:00,102459,Burnish and Inspection,5370-170-207,null,Model Value Stream,480,55,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2077-05-12T00:00:00.000-07:00,102461,Burnish and Inspection,5370-273-204,8.732984,Model Value Stream,600,1124,524,Wait for housing- different cycle times ,Long Machining Cycle Time,,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-05-29T00:00:00.000-07:00,102483,Pack Station,5370-169-204,null,Model Value Stream,360,75,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-06-01T00:00:00.000-07:00,102459,Pack Station,5370-170-207,null,Model Value Stream,480,95,null,null,null,null,5370-170-207_BK ASM EM-50-20/ERS-49 90V,
2077-07-20T00:00:00.000-07:00,102412,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,194,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-08-08T00:00:00.000-07:00,102413,Housing Assembly,5371-273-003,null,Model Value Stream,720,179,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-06T00:00:00.000-07:00,102438,Burnish and Inspection,5370-273-204,3.483194,Model Value Stream,600,809,209,Wait for housing- went over cycle time ,Long Machining Cycle Time,,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-10-06T00:00:00.000-07:00,102415,Pack Station,5371-273-003,null,Model Value Stream,720,81,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-08T00:00:00.000-07:00,102418,Pack Station,5371-273-003,null,Model Value Stream,720,124,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-06T00:00:00.000-07:00,102402,Hub-Shaft-Armature Assembly,5370-273-204,10.33292,Model Value Stream,600,1220,620,Wait for 1638 hubs at broach (475) ,Shared Equipment,,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-11-22T00:00:00.000-08:00,102398,Housing Assembly,5370-273-236,null,Model Value Stream,720,400,null,null,null,null,5370-273-236_C/B UM50-1020 90VSM-ST GEN2,
2077-12-01T00:00:00.000-08:00,102418,Housing Assembly,5371-273-003,5.91643,Model Value Stream,720,1075,355,"Helicoil going in crooked, rest break (632) ",Housing Machine,,5371-273-003_CL/BK UM-210-1020 90V,
2077-12-09T00:00:00.000-08:00,102400,Final Assembly,5370-273-236,null,Model Value Stream,720,337,null,null,null,null,5370-273-236_C/B UM50-1020 90VSM-ST GEN2,
2077-12-19T00:00:00.000-08:00,102432,Final Assembly,5371-273-003,null,Model Value Stream,720,522,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-12-26T00:00:00.000-08:00,102408,Burnish and Inspection,5371-169-032,31.83206,Model Value Stream,480,2390,1910,Wait for 028 flds ,Shared Equipment,,5371-169-032_BK EM-210-20FBB 24V,
2078-01-31T00:00:00.000-08:00,102381,Kitting,5370-169-204,null,Model Value Stream,360,82,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-02-05T00:00:00.000-08:00,102397,Kitting,5370-169-214,null,Model Value Stream,360,95,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2078-03-05T00:00:00.000-08:00,102386,Kitting,5371-270-009,4.849806,Model Value Stream,360,575,291,5371-101-008 mounting acc. Was moved and new location is not updated at this moment.,Incorrect Kitting Standard Time,Kitting distance,5371-270-009_CL EM-210-10 90V,
2078-03-17T00:00:00.000-07:00,102379,Hub-Shaft-Armature Assembly,5370-169-204,null,Model Value Stream,360,169,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-03-29T00:00:00.000-07:00,102390,Hub-Shaft-Armature Assembly,5370-169-225,null,Model Value Stream,360,170,null,null,null,null,5370-169-225_BK EM-50-20 90V SGLARM GEN2,
2078-04-18T00:00:00.000-07:00,102363,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,450,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-08T00:00:00.000-07:00,102277,Housing Assembly,5370-273-204,null,Model Value Stream,600,37,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-13T00:00:00.000-07:00,102362,Housing Assembly,5370-273-204,null,Model Value Stream,600,450,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-24T00:00:00.000-07:00,102357,Housing Assembly,5370-273-235,14.432756,Model Value Stream,720,1586,866,"Fell out of standard (632) , training 0205 ",Long Machining Cycle Time,,5370-273-235_C/B UM-180-2030 90V AF GEN2,
2078-06-30T00:00:00.000-07:00,102370,Final Assembly,5370-169-204,null,Model Value Stream,360,99,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-04-06T00:00:00.000-07:00,102469,Final Assembly,5370-270-204,null,Model Value Stream,360,7,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2077-04-29T00:00:00.000-07:00,102455,Burnish and Inspection,5370-169-225,null,Model Value Stream,360,4,null,null,null,null,5370-169-225_BK EM-50-20 90V SGLARM GEN2,
2077-05-18T00:00:00.000-07:00,102472,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,502,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-14T00:00:00.000-07:00,102462,Pack Station,5370-273-204,null,Model Value Stream,600,89,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-20T00:00:00.000-07:00,102473,Pack Station,5370-273-204,null,Model Value Stream,600,131,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-07-13T00:00:00.000-07:00,102439,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,362,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-07-23T00:00:00.000-07:00,102417,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,330,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
